"","V1","V2","V3","V4","V5"
"4919","sw","sw","s","s","s"
"4920","s","c","c","s","sw"
"4921","s","c","s","s","s"
"4922","sw","sw","sw","sw","sw"
"4923","s","s","sw","sw","sw"
"4924","sw","sw","s","s","s"
"4925","s","sw","sw","sw","s"
"4926","sw","sw","sw","sw","sw"
"4927","sw","s","sw","s","s"
"4928","sw","sw","sw","sw","s"
"4929","s","sw","s","s","sw"
"4930","sw","sw","s","s","c"
"4931","s","sw","s","sw","s"
"4932","c","c","s","c","s"
"4933","s","s","sw","s","sw"
"4934","sw","sw","s","sw","sw"
"4935","s","s","s","c","s"
"4936","s","sw","sw","s","s"
"4937","s","s","s","sw","sw"
"4938","s","s","s","sw","s"
"4939","s","s","sw","sw","s"
"4940","s","sw","sw","s","s"
"4941","s","s","s","s","s"
"4942","c","s","s","s","s"
"4943","s","s","sw","sw","sw"
"4944","sw","sw","sw","s","s"
"4945","sw","sw","s","sw","sw"
"4946","sw","sw","sw","sw","s"
"4947","c","s","s","s","sw"
"4948","sw","s","s","c","c"
"4949","s","c","s","s","sw"
"4950","s","sw","sw","s","s"
"4951","s","s","s","s","c"
"4952","s","s","sw","s","sw"
"4953","sw","sw","s","sw","sw"
"4954","sw","s","s","sw","s"
"4955","s","sw","s","s","s"
"4956","s","sw","sw","sw","sw"
"4957","s","s","s","s","s"
"4958","s","sw","sw","sw","sw"
"4959","sw","sw","sw","sw","s"
"4960","sw","s","c","s","s"
"4961","s","c","s","s","s"
"4962","s","sw","sw","sw","s"
"4963","s","s","c","c","s"
"4964","s","s","s","sw","sw"
"4965","s","c","c","c","s"
"4966","sw","sw","sw","sw","s"
"4967","s","s","s","sw","sw"
"4968","s","c","s","sw","sw"
"4969","s","s","c","s","s"
"4970","s","s","s","sw","s"
"4971","s","s","sw","s","s"
"4972","s","s","sw","sw","s"
"4973","s","sw","s","s","s"
"4974","sw","sw","sw","sw","s"
"4975","s","c","c","s","s"
"4976","s","s","c","s","s"
"4977","s","sw","sw","s","s"
"4978","s","s","s","sw","s"
"4979","sw","s","s","s","sw"
"4980","s","s","s","sw","s"
"4981","sw","sw","sw","sw","s"
"4982","s","s","s","sw","s"
"4983","s","s","s","sw","s"
"4984","c","s","s","sw","sw"
"4985","sw","sw","sw","s","s"
"4986","s","s","sw","sw","sw"
"4987","sw","s","sw","sw","s"
"4988","s","s","s","sw","s"
"4989","c","s","s","s","sw"
"4990","s","s","s","s","s"
"4991","sw","s","s","s","sw"
"4992","sw","sw","s","s","s"
"4993","s","s","s","sw","s"
"4994","s","s","sw","s","s"
"4995","c","s","sw","sw","sw"
"4996","sw","s","s","s","s"
"4997","sw","sw","sw","sw","s"
"4998","s","c","s","sw","sw"
"4999","s","s","c","c","s"
"5000","c","c","s","s","s"
